id_mt,entidad,gizscore,fallecidos,gipvalue,tramo,nombre,latitud,longitud,pr,municipio,departamento,divipola,fecha,anio,mes,dia,nombre_mes
4G012,ANI,1.811623,9,0.070044,GRANADA - VILLAVICENCIO,IP Malla Vial del Meta,4.086963,-73.673234,70,VILLAVICENCIO,META,50001,2022-02-05,2022,2,5,February
4G012,ANI,4.179201,17,2.9e-05,GRANADA - VILLAVICENCIO,IP Malla Vial del Meta,3.975073,-73.767709,48,ACACÍAS,META,50006,2023-11-16,2023,11,16,November
4G012,ANI,1.811623,9,0.070044,GRANADA - VILLAVICENCIO,IP Malla Vial del Meta,3.846129,-73.763028,34,GUAMAL,META,50318,2022-01-20,2022,1,20,January
4G012,ANI,1.811623,9,0.070044,GRANADA - VILLAVICENCIO,IP Malla Vial del Meta,3.765605,-73.728621,24,CUBARRAL,META,50223,2022-11-17,2022,11,17,November
,INVIAS-OTROS,2.403517,11,0.016238,SAN JUAN DE ARAMA-GRANADA,,3.435439,-73.762426,93,GRANADA,META,50313,2023-05-27,2023,5,27,May
,INVIAS-OTROS,2.10757,10,0.035068,FLORENCIA - GUAYABAL - ALTAMIRA,,1.984003,-75.79456,5,SUAZA,HUILA,41770,2023-02-04,2023,2,4,February
,INVIAS-OTROS,2.995412,13,0.002741,FLORENCIA - GUAYABAL - ALTAMIRA,,1.958148,-75.799874,8,SUAZA,HUILA,41770,2023-10-16,2023,10,16,October
,INVIAS-OTROS,2.10757,10,0.035068,FLORENCIA - GUAYABAL - ALTAMIRA,,1.824159,-75.80044,28,SUAZA,HUILA,41770,2024-08-29,2024,8,29,August
,INVIAS-OTROS,2.113062,6,0.034595,FLORENCIA - GUAYABAL - ALTAMIRA,,1.625063,-75.612312,sd,FLORENCIA,CAQUETÁ,18001,2023-04-16,2023,4,16,April
,INVIAS-OTROS,2.77157,13,0.005579,FLORENCIA  - SAN VICENTE DEL CAGUÁN,,1.611408,-75.604107,sd,FLORENCIA,CAQUETÁ,18001,2024-04-13,2024,4,13,April
,INVIAS-OTROS,2.995412,13,0.002741,PASTO - LA UNIÓN - MERCADERES,,1.598288,-77.131184,89,LA UNIÓN,NARIÑO,52399,2023-12-28,2023,12,28,December
,INVIAS-OTROS,2.699465,12,0.006945,TUMACO-PEDREGAL,,1.390962,-78.52431,65,TUMACO,NARIÑO,52835,2024-05-03,2024,5,3,May
,INVIAS-OTROS,2.10757,10,0.035068,TUMACO-PEDREGAL,,1.401704,-78.567598,61,TUMACO,NARIÑO,52835,2022-02-20,2022,2,20,February
,INVIAS-OTROS,2.995412,13,0.002741,TUMACO-PEDREGAL,,1.658525,-78.745214,25,TUMACO,NARIÑO,52835,2023-07-29,2023,7,29,July
,INVIAS-OTROS,2.403517,11,0.016238,TUMACO-PEDREGAL,,1.700747,-78.768033,19,TUMACO,NARIÑO,52835,2022-05-30,2022,5,30,May
,INVIAS-OTROS,14.537352,52,0.0,TUMACO-PEDREGAL,,1.759821,-78.785521,13,TUMACO,NARIÑO,52835,2022-11-10,2022,11,10,November
,INVIAS-OTROS,6.329459,11,0.0,TUMACO-PEDREGAL,,1.798587,-78.787178,8,TUMACO,NARIÑO,52835,2023-07-24,2023,7,24,July
,INVIAS-OTROS,6.329459,25,0.0,TUMACO-PEDREGAL,,1.806879,-78.773299,5,TUMACO,NARIÑO,52835,2022-11-01,2022,11,1,November
,INVIAS-OTROS,2.144165,4,0.03202,IPIALES - ALDANA - GUACHUCAL,,0.828364,-77.65515,2,IPIALES,NARIÑO,52356,2023-11-13,2023,11,13,November
,INVIAS-OTROS,2.440202,15,0.014679,IPIALES - ALDANA - GUACHUCAL,,0.829329,-77.639032,24,IPIALES,NARIÑO,52356,2024-04-17,2024,4,17,April
4G025,ANI,3.309362,21,0.000935,IPIALES-PEDREGAL,Rumichaca – Pasto,0.833808,-77.601423,0,IPIALES,NARIÑO,52356,2024-12-13,2024,12,13,December
4G025,ANI,3.258129,2,0.001121,PUENTE RUMICHACA-IPIALES,Rumichaca – Pasto,0.826163,-77.615641,6,IPIALES,NARIÑO,52356,2024-09-29,2024,9,29,September
4G025,ANI,2.440202,8,0.014679,PUENTE RUMICHACA-IPIALES,Rumichaca – Pasto,0.821057,-77.639026,3,IPIALES,NARIÑO,52356,2023-03-20,2023,3,20,March
4G025,ANI,2.868352,1,0.004126,PUENTE RUMICHACA-IPIALES,Rumichaca – Pasto,0.821702,-77.625752,0,IPIALES,NARIÑO,52356,2023-09-05,2023,9,5,September
4G025,ANI,3.138462,5,0.001698,IPIALES-PEDREGAL,Rumichaca – Pasto,0.844634,-77.588471,10,IPIALES,NARIÑO,52356,2024-09-19,2024,9,19,September
,DEPTO,2.143707,1,0.032056,YOPAL - TAME,,6.444969,-71.734549,sd,TAME,ARAUCA,81794,2022-09-21,2022,9,21,September
,INVIAS-OTROS,2.10757,10,0.035068,TIERRALTA-PUERTO LIBERTADOR-MONTELÍBANO,,7.954895,-75.432629,sd,MONTELÍBANO,CÓRDOBA,23466,2024-12-12,2024,12,12,December
,INVIAS-OTROS,2.980858,10,0.002874,LA GLORIA- EL TARRA-CAMPO SEIS,,8.635917,-72.738802,sd,TIBÚ,NORTE DE SANTANDER,54810,2024-09-30,2024,9,30,September
,DEPTO,2.292183,10,0.021895,LA GLORIA- EL TARRA-CAMPO SEIS,,8.637569,-72.728412,sd,TIBÚ,NORTE DE SANTANDER,54810,2022-01-05,2022,1,5,January
,DEPTO,3.587306,15,0.000334,SAN ALBERTO - BUCARAMANGA,,7.251126,-73.149176,14,RIONEGRO,SANTANDER,68615,2024-02-13,2024,2,13,February
4G017,ANI,5.954884,23,0.0,NEIVA-GIRARDOT,IP  –  Neiva – Espinal - Girardot,4.209663,-74.852622,50,FLANDES,TOLIMA,73275,2024-05-26,2024,5,26,May
4G026,ANI,3.587306,15,0.000334,CHIGORODÓ-TURBO,Autopistas al Mar 2,7.873917,-76.635127,30,APARTADÓ,ANTIOQUIA,5045,2024-09-18,2024,9,18,September
3G012,ANI,2.699465,12,0.006945,BOSCONIA - CIENAGA,Ruta del Sol 3,9.780252,-73.748405,62,EL PASO,CESAR,20250,2024-06-02,2024,6,2,June
4G026,ANI,6.546778,25,0.0,CHIGORODÓ-TURBO,Autopistas al Mar 2,8.005361,-76.640697,16,TURBO,ANTIOQUIA,5837,2022-02-16,2022,2,16,February
3G012,ANI,2.403517,11,0.016238,BOSCONIA - CIENAGA,Ruta del Sol 3,10.31016,-74.046928,8,ALGARROBO,MAGDALENA,47030,2024-05-16,2024,5,16,May
4G016,ANI,2.699465,12,0.006945,SAN PELAYO-LORICA,IP – Antioquia – Bolívar,9.030229,-75.827469,25,COTORRA,CÓRDOBA,23300,2024-04-02,2024,4,2,April
4G017,ANI,4.771095,19,2e-06,NEIVA-GIRARDOT,IP  –  Neiva – Espinal - Girardot,3.728237,-75.078416,97,COYAIMA,TOLIMA,73217,2024-07-24,2024,7,24,July
